mesaid,line,linetime,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,dayofweek,daybymidnight,daybynoon
6754,1,19:00:00,1,,,,,,,,EXCLUDED,4,1,1
6754,2,19:00:30,1,,,,,,,,EXCLUDED,4,1,1
6754,3,19:01:00,1,,,,,,,,EXCLUDED,4,1,1
6754,4,19:01:30,1,,,,,,,,EXCLUDED,4,1,1
6754,5,19:02:00,1,,,,,,,,EXCLUDED,4,1,1
6754,6,19:02:30,1,,,,,,,,EXCLUDED,4,1,1
6754,7,19:03:00,1,,,,,,,,EXCLUDED,4,1,1
6754,8,19:03:30,1,,,,,,,,EXCLUDED,4,1,1
6754,9,19:04:00,1,,,,,,,,EXCLUDED,4,1,1
6754,10,19:04:30,1,,,,,,,,EXCLUDED,4,1,1
6754,11,19:05:00,1,,,,,,,,EXCLUDED,4,1,1
6754,12,19:05:30,1,,,,,,,,EXCLUDED,4,1,1
6754,13,19:06:00,1,,,,,,,,EXCLUDED,4,1,1
6754,14,19:06:30,1,,,,,,,,EXCLUDED,4,1,1
6754,15,19:07:00,1,,,,,,,,EXCLUDED,4,1,1
6754,16,19:07:30,1,,,,,,,,EXCLUDED,4,1,1
6754,17,19:08:00,1,,,,,,,,EXCLUDED,4,1,1
6754,18,19:08:30,1,,,,,,,,EXCLUDED,4,1,1
6754,19,19:09:00,1,,,,,,,,EXCLUDED,4,1,1
6754,20,19:09:30,1,,,,,,,,EXCLUDED,4,1,1
6754,21,19:10:00,1,,,,,,,,EXCLUDED,4,1,1
6754,22,19:10:30,1,,,,,,,,EXCLUDED,4,1,1
6754,23,19:11:00,1,,,,,,,,EXCLUDED,4,1,1
6754,24,19:11:30,1,,,,,,,,EXCLUDED,4,1,1
6754,25,19:12:00,1,,,,,,,,EXCLUDED,4,1,1
6754,26,19:12:30,1,,,,,,,,EXCLUDED,4,1,1
6754,27,19:13:00,1,,,,,,,,EXCLUDED,4,1,1
6754,28,19:13:30,1,,,,,,,,EXCLUDED,4,1,1
6754,29,19:14:00,1,,,,,,,,EXCLUDED,4,1,1
6754,30,19:14:30,1,,,,,,,,EXCLUDED,4,1,1
6754,31,19:15:00,1,,,,,,,,EXCLUDED,4,1,1
6754,32,19:15:30,1,,,,,,,,EXCLUDED,4,1,1
6754,33,19:16:00,1,,,,,,,,EXCLUDED,4,1,1
6754,34,19:16:30,1,,,,,,,,EXCLUDED,4,1,1
6754,35,19:17:00,1,,,,,,,,EXCLUDED,4,1,1
6754,36,19:17:30,1,,,,,,,,EXCLUDED,4,1,1
6754,37,19:18:00,1,,,,,,,,EXCLUDED,4,1,1
6754,38,19:18:30,1,,,,,,,,EXCLUDED,4,1,1
6754,39,19:19:00,1,,,,,,,,EXCLUDED,4,1,1
6754,40,19:19:30,1,,,,,,,,EXCLUDED,4,1,1
6754,41,19:20:00,1,,,,,,,,EXCLUDED,4,1,1
