mesaid,line,linetime,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,dayofweek,daybymidnight,daybynoon
5617,1,18:00:00,0,39.00,0,584.9200,1.3500,26.2000,324.0000,1,ACTIVE,2,1,1
5617,2,18:00:30,0,15.00,0,17.9200,2.3200,1.4400,0.1800,1,ACTIVE,2,1,1
5617,3,18:01:00,0,26.00,0,17.9300,2.3200,1.4400,0.1840,1,ACTIVE,2,1,1
5617,4,18:01:30,0,0.00,0,13.0300,1.7100,1.0400,0.1300,0,ACTIVE,2,1,1
5617,5,18:02:00,0,0.00,0,12.2700,1.7100,0.9540,0.1190,0,ACTIVE,2,1,1
5617,6,18:02:30,0,14.00,0,12.2100,1.6000,0.9750,0.1190,0,ACTIVE,2,1,1
5617,7,18:03:00,0,15.00,0,13.2400,1.7100,1.0600,0.1360,0,ACTIVE,2,1,1
5617,8,18:03:30,0,4.00,0,13.0300,1.7100,1.0400,0.1300,0,ACTIVE,2,1,1
5617,9,18:04:00,0,0.00,0,17.1700,2.2200,1.3800,0.1800,0,ACTIVE,2,1,1
5617,10,18:04:30,0,0.00,0,16.6600,2.2200,1.3200,0.1800,0,ACTIVE,2,1,1
5617,11,18:05:00,0,0.00,0,16.4500,2.1300,1.3200,0.1720,0,ACTIVE,2,1,1
5617,12,18:05:30,0,13.00,0,15.5100,2.0400,1.2400,0.1650,1,ACTIVE,2,1,1
5617,13,18:06:00,0,0.00,0,14.5300,1.9100,1.1600,0.1480,0,ACTIVE,2,1,1
5617,14,18:06:30,0,48.00,0,14.9800,1.9100,1.2100,0.1550,1,ACTIVE,2,1,1
5617,15,18:07:00,0,75.00,0,10.9300,1.5000,0.8560,0.1050,1,ACTIVE,2,1,1
5617,16,18:07:30,0,99.00,0,9.5600,1.6700,0.6600,0.0694,1,ACTIVE,2,1,1
5617,17,18:08:00,0,30.00,0,6.2100,0.7200,0.5200,0.0571,1,ACTIVE,2,1,1
5617,18,18:08:30,0,48.00,0,11.2000,1.2400,0.9540,0.1050,1,ACTIVE,2,1,1
5617,19,18:09:00,0,95.00,0,18.8400,1.7900,1.6700,0.2000,1,ACTIVE,2,1,1
5617,20,18:09:30,0,107.00,0,17.0300,1.9100,1.4400,0.1920,1,ACTIVE,2,1,1
5617,21,18:10:00,0,110.00,0,23.8400,2.9400,1.9500,0.2440,1,ACTIVE,2,1,1
5617,22,18:10:30,0,206.00,0,9.5600,1.2400,0.7680,0.0919,1,ACTIVE,2,1,1
5617,23,18:11:00,0,99.00,0,8.4800,1.3500,0.6180,0.0740,1,ACTIVE,2,1,1
5617,24,18:11:30,0,193.00,0,6.0100,0.7200,0.4980,0.0571,1,ACTIVE,2,1,1
5617,25,18:12:00,0,137.00,0,8.8600,1.2900,0.6740,0.0919,1,ACTIVE,2,1,1
5617,26,18:12:30,0,53.00,0,16.1100,2.3200,1.2400,0.1450,1,ACTIVE,2,1,1
